KMeans100-SciBert	KMeans130-BioBert	HierClust80-SciBert	HierClust100-BioBert	GMM_BioBert
19	78	16	7	3
8	78	16	7	3
8	78	20	9	23
12	78	20	9	56
12	78	1	81	6
50	108	34	16	49
86	78	34	16	49
12	78	3	90	84
8	86	26	5	3
70	86	77	77	3
19	78	0	21	30
12	78	51	12	56
89	78	79	79	49
89	78	79	79	49
7	78	51	12	49
24	78	22	22	1
48	78	4	43	6
79	11	4	43	6
21	78	4	43	6
99	78	34	16	34
24	78	22	22	21
75	108	13	62	1
79	108	13	62	6
78	78	13	98	65
70	108	13	98	82
80	11	31	15	27
80	78	0	80	3
21	78	36	36	3
94	78	57	57	59
59	78	23	85	3
70	78	79	79	49
70	78	25	55	3
70	78	23	47	3
70	78	79	79	49
70	108	5	20	49
19	78	25	99	3
70	78	79	79	49
59	78	5	20	3
70	108	31	15	3
24	78	50	50	65
70	78	30	2	49
70	78	30	2	6
70	108	5	20	82
70	78	50	50	82
22	78	34	16	49
99	78	34	16	49
22	78	34	16	49
22	78	34	16	49
19	78	40	40	6
19	78	40	40	49
99	78	40	40	49
19	78	40	40	3
8	78	40	40	49
70	78	23	85	3
59	78	25	55	3
8	78	22	22	56
52	78	25	99	49
70	78	67	67	49
73	78	71	71	82
70	78	10	78	3
48	78	76	76	49
98	108	36	36	22
51	78	4	43	50
24	78	3	30	49
25	78	40	40	6
48	11	76	76	6
73	78	76	76	6
59	78	25	55	3
70	78	23	85	3
19	108	22	22	56
52	78	25	99	49
70	78	67	67	49
48	78	76	76	49
25	78	40	40	6
48	11	76	76	6
98	108	36	36	22
51	11	4	43	50
24	78	3	30	49
24	78	22	22	21
75	108	13	62	1
79	108	13	62	6
78	78	13	98	65
70	108	13	98	82
80	11	31	15	27
80	78	0	80	3
21	78	36	36	3
94	78	57	57	59
8	78	21	10	22
19	78	21	10	3
75	78	22	22	3
70	78	19	19	22
32	78	1	23	6
8	78	2	97	40
8	78	2	97	40
19	86	26	5	3
70	78	71	71	82
78	86	32	3	22
19	86	29	29	3
19	108	28	28	3
8	78	3	90	84
24	78	3	30	65
94	78	57	57	50
94	78	57	57	50
94	78	57	57	50
8	78	70	70	40
94	78	57	57	50
94	78	57	57	50
94	78	57	57	50
8	78	70	70	3
94	78	57	57	59
94	78	57	57	59
94	78	57	57	59
94	78	3	30	59
65	78	70	70	51
19	108	70	70	22
65	78	70	70	51
19	108	70	70	22
65	78	70	70	51
8	78	70	70	22
75	78	20	9	59
98	78	79	79	49
12	78	51	12	49
12	78	51	12	49
49	108	51	12	49
96	78	51	12	56
49	108	51	12	49
96	78	51	12	49
96	78	51	12	49
75	78	22	22	1
48	78	35	35	6
1	78	18	94	82
1	78	18	94	82
73	78	47	56	49
59	108	5	20	59
75	78	63	63	25
3	78	63	63	50
19	78	63	63	25
75	78	44	89	34
75	78	27	0	25
19	78	27	0	25
75	108	27	0	3
8	78	21	10	3
19	86	28	28	3
70	108	26	5	3
59	86	17	1	3
76	78	73	73	82
61	78	73	73	49
61	78	73	73	59
75	78	73	73	49
8	86	29	29	3
70	108	77	77	82
70	108	17	1	3
70	108	77	77	3
19	108	28	28	27
70	86	17	1	3
8	86	61	61	3
70	78	36	36	3
70	86	0	21	90
19	78	78	38	40
75	11	27	0	6
8	78	29	29	25
8	78	17	1	40
8	78	29	29	25
8	86	17	1	40
24	78	63	63	25
75	78	63	63	25
75	78	63	63	25
19	78	63	63	25
19	108	37	37	25
19	108	8	18	40
19	78	8	18	40
8	78	2	97	40
19	78	16	7	40
8	86	28	28	25
19	78	77	77	40
70	78	42	42	3
70	78	42	42	3
89	78	79	79	49
70	78	25	55	49
70	78	25	55	22
98	78	49	49	49
89	78	79	79	22
76	78	50	50	65
70	78	42	42	3
89	78	79	79	49
70	78	25	55	49
70	78	25	55	22
29	78	49	49	49
89	78	79	79	22
70	78	67	67	49
70	78	42	42	3
19	78	25	55	49
70	78	25	55	3
29	78	49	49	3
98	78	79	79	22
70	78	79	79	49
96	78	15	48	6
76	78	50	50	65
70	78	67	67	3
8	78	29	29	25
89	78	5	84	6
79	78	39	39	3
70	78	25	55	3
70	108	23	85	3
70	78	67	67	49
73	78	71	71	82
70	11	54	54	49
19	78	51	12	49
70	78	18	13	49
19	78	22	22	56
32	78	62	14	6
32	78	18	13	49
70	78	39	39	3
70	78	18	13	3
52	78	4	32	6
48	78	52	52	6
32	78	62	14	6
70	78	18	13	49
52	78	4	32	6
43	108	52	52	6
43	108	52	52	6
43	78	52	52	49
48	108	52	52	6
12	108	18	13	22
49	78	18	13	6
89	78	79	79	49
19	86	26	5	3
8	86	38	8	40
19	86	17	1	3
19	86	37	37	3
19	11	2	97	6
52	78	4	32	6
19	78	62	14	6
49	78	62	14	49
19	78	62	14	6
89	78	62	14	6
19	78	62	14	23
89	78	62	14	49
70	108	77	77	90
70	86	26	5	3
19	78	37	37	3
19	78	28	28	3
70	78	17	1	22
19	78	66	66	6
8	78	66	66	6
19	108	66	66	25
8	108	66	66	25
19	108	40	40	22
19	108	40	40	3
76	78	3	90	23
7	108	51	12	49
75	108	62	14	6
21	108	62	14	6
8	86	29	29	25
8	86	29	29	40
24	78	63	63	25
12	78	3	90	22
8	78	17	1	22
8	108	16	7	40
8	108	16	7	40
59	78	25	55	3
59	78	23	85	3
70	78	67	67	49
70	108	45	45	49
8	78	38	8	40
8	86	38	8	3
19	78	38	8	3
19	78	38	8	3
70	78	38	8	3
19	78	0	21	3
19	78	0	21	49
8	78	0	21	3
8	78	0	21	3
70	78	37	37	3
49	78	35	35	3
49	108	35	35	49
70	78	35	35	3
80	78	35	35	3
70	78	23	47	3
49	78	20	9	22
96	78	20	9	22
32	78	1	23	49
99	78	1	23	49
32	78	1	23	49
32	78	1	23	49
76	78	50	50	65
19	86	26	5	3
70	108	17	1	3
19	86	26	5	3
70	108	77	77	3
70	108	17	1	3
19	108	17	1	40
19	78	46	46	3
80	78	46	46	3
19	78	78	38	22
70	86	17	1	3
19	108	61	61	3
19	78	21	10	3
19	78	46	46	40
75	78	8	93	6
19	11	8	18	6
22	78	48	11	28
8	78	2	97	56
19	78	8	93	6
8	78	78	38	25
8	78	78	38	25
8	78	29	29	40
8	86	17	1	40
70	78	42	42	49
70	108	12	17	49
70	78	31	15	82
32	108	76	76	6
19	86	37	37	25
19	86	37	37	25
75	78	63	63	25
19	78	63	63	25
75	78	63	63	25
19	78	63	63	25
8	78	78	38	25
19	78	37	37	25
8	78	16	7	25
19	11	8	18	40
8	78	2	97	40
8	78	17	1	40
19	78	8	18	40
1	78	47	56	82
70	108	32	3	82
59	78	55	27	49
73	78	47	95	82
70	78	47	95	82
70	108	5	86	3
52	78	21	10	3
52	78	21	10	3
70	86	77	77	3
70	108	49	49	3
70	108	49	49	3
70	78	23	47	3
89	78	12	17	28
5	78	18	94	25
21	108	18	94	3
98	108	79	79	49
70	78	53	26	82
32	78	40	40	6
25	78	40	40	6
18	78	76	76	6
50	78	11	41	6
24	78	73	73	49
96	78	44	89	49
88	11	34	16	49
88	108	34	16	49
19	78	29	29	40
8	86	38	8	3
19	86	26	5	3
70	108	37	37	3
8	78	17	1	3
19	78	21	10	3
8	78	28	28	3
19	11	65	65	50
19	108	38	8	3
8	86	26	5	3
19	78	46	46	40
19	86	0	21	3
19	11	66	66	40
8	78	29	29	40
19	86	0	21	3
19	108	65	65	6
19	108	2	97	40
1	78	47	56	82
70	108	32	3	82
59	78	55	27	49
73	78	47	95	82
70	78	47	95	82
70	108	5	86	3
19	78	21	10	3
19	78	21	10	3
70	86	77	77	3
70	108	49	49	3
70	108	49	49	3
1	78	47	56	82
59	78	55	27	49
70	108	32	3	82
73	78	47	95	82
70	78	47	95	82
70	108	5	86	3
52	78	21	10	3
52	78	21	10	3
70	108	47	56	82
70	108	49	49	3
70	108	49	49	3
19	78	2	82	3
19	78	2	82	49
19	78	62	14	6
19	78	2	82	3
19	78	2	82	30
8	86	29	29	3
19	86	37	37	3
70	86	17	1	3
99	78	48	11	34
76	78	6	31	21
21	78	4	43	6
70	108	54	54	49
19	78	28	28	3
19	78	63	63	25
8	78	16	7	40
19	78	3	90	22
19	78	63	63	25
8	78	16	7	40
99	108	72	72	49
19	78	3	90	22
48	108	52	52	6
48	78	52	52	22
48	78	52	52	22
48	11	52	52	6
89	108	72	72	49
8	78	2	97	56
59	78	23	85	3
70	78	25	55	3
79	78	52	52	6
79	78	52	52	49
79	78	52	52	6
43	78	52	52	22
43	78	52	52	22
79	78	52	52	49
32	78	52	52	6
70	78	5	84	3
96	108	5	84	49
70	78	5	86	3
70	78	5	84	49
70	78	5	20	3
70	78	32	3	3
70	78	5	84	82
70	78	5	84	49
70	78	36	36	3
70	78	5	84	49
89	78	18	94	82
75	78	5	84	49
89	78	79	79	49
8	78	2	82	6
70	108	38	8	40
70	108	38	8	40
75	78	30	2	59
34	78	72	72	6
70	108	42	42	6
70	78	42	42	22
70	108	14	34	6
96	78	3	90	49
96	78	3	90	3
19	11	26	5	3
8	78	21	10	3
70	86	17	1	3
8	78	28	28	3
70	86	77	77	3
70	86	77	77	3
8	86	29	29	3
19	78	46	46	3
70	108	17	1	3
19	86	26	5	3
19	86	37	37	3
48	108	52	52	6
8	78	2	97	40
19	78	17	1	3
70	108	53	26	3
73	78	71	71	82
70	86	17	1	3
8	78	38	8	40
70	108	38	8	49
48	78	52	52	50
65	108	11	25	51
96	108	11	25	6
96	108	11	25	6
76	78	73	73	21
43	108	52	52	6
48	108	65	65	6
7	78	51	12	49
80	11	53	26	28
32	108	65	65	28
19	78	65	65	49
70	78	31	15	90
59	108	49	49	3
70	78	79	79	3
7	11	40	40	48
98	78	47	56	82
18	78	76	76	6
50	78	60	60	12
70	108	32	3	49
89	78	14	34	64
36	78	60	60	50
29	78	49	49	65
73	78	18	94	82
10	86	18	94	82
99	108	40	40	6
24	78	22	22	28
49	78	35	35	49
12	108	52	52	49
99	11	4	32	6
32	78	40	40	6
98	78	79	79	22
59	78	55	27	59
59	78	55	27	49
12	78	48	11	56
49	78	3	90	22
22	78	48	11	56
19	78	3	90	28
35	78	51	12	49
35	78	51	12	49
61	78	48	11	34
8	78	16	7	23
8	78	16	7	40
70	78	25	55	49
70	78	23	47	3
8	78	21	10	3
89	78	1	81	49
79	108	33	33	6
70	78	67	67	3
59	108	25	55	3
70	108	12	17	49
94	78	65	65	59
70	108	31	15	3
79	108	2	82	6
8	78	29	29	25
19	78	21	10	40
19	86	17	1	40
8	78	21	10	40
19	86	37	37	25
19	78	37	37	25
8	86	28	28	25
8	108	29	29	40
19	78	8	93	6
75	78	8	93	6
52	108	8	93	6
19	78	8	93	6
8	78	2	97	25
8	78	2	97	40
19	78	2	97	40
19	78	2	97	22
86	78	48	11	34
76	78	50	50	65
79	108	30	2	65
59	108	5	86	82
59	78	55	27	49
70	78	67	67	65
70	108	49	49	22
70	108	36	36	22
59	108	32	3	3
59	78	10	78	3
89	39	9	4	49
19	39	9	4	49
70	78	67	67	49
73	78	71	71	3
70	108	31	15	3
78	108	32	3	22
98	108	54	54	49
59	78	25	99	3
76	78	50	50	65
59	78	10	78	3
89	78	42	42	49
19	86	9	4	49
70	78	67	67	49
73	78	71	71	82
70	108	31	15	3
78	78	32	3	6
70	78	54	54	3
59	78	25	99	3
76	78	50	50	65
3	78	63	63	25
19	78	48	11	56
8	11	66	66	30
19	11	66	66	30
19	108	66	66	3
99	78	72	72	6
19	108	72	72	6
7	108	72	72	6
19	11	79	79	49
12	108	79	79	49
70	86	42	42	49
70	108	13	98	65
80	108	11	25	82
94	78	33	33	59
76	78	6	92	65
8	10	29	29	40
73	78	18	94	27
19	11	26	5	3
19	10	2	97	40
8	86	17	1	3
75	11	0	21	3
19	86	37	37	3
19	86	38	8	3
19	78	63	63	4
3	78	63	63	25
75	78	30	2	59
19	11	20	9	59
94	78	57	57	59
19	78	63	63	56
32	78	20	9	65
94	78	57	57	6
75	78	30	2	65
19	78	27	0	25
52	78	4	32	6
34	78	34	16	49
89	78	34	16	49
70	108	77	77	3
70	86	17	1	3
19	78	4	32	6
19	11	2	97	6
19	108	2	97	40
19	11	2	97	6
19	11	2	97	6
19	78	22	22	3
70	78	67	67	3
70	108	5	86	3
8	78	16	7	40
8	78	16	7	40
8	86	17	1	3
19	11	37	37	3
8	78	21	10	3
70	78	5	86	3
70	78	21	10	3
19	11	2	97	40
8	86	26	5	3
19	108	77	77	3
8	78	21	10	40
19	78	28	28	3
19	10	38	8	40
70	78	12	17	49
19	86	17	1	3
59	108	26	5	3
70	78	50	50	82
70	108	26	5	3
70	78	50	50	82
70	108	12	17	6
70	108	12	44	49
70	108	12	44	49
89	108	12	44	49
70	108	12	44	49
70	108	12	44	49
70	11	12	17	49
70	86	17	1	3
70	108	37	37	3
70	108	0	21	3
19	11	65	65	6
76	78	3	90	21
70	108	53	26	3
52	108	11	41	6
18	108	65	65	6
18	78	65	65	6
19	78	63	63	25
8	78	66	66	25
8	78	66	66	25
8	78	66	66	25
19	78	66	66	25
75	108	8	93	6
76	78	50	50	82
49	108	48	11	6
70	108	12	17	6
76	78	73	73	23
19	78	77	77	3
76	78	6	31	21
49	78	73	73	49
49	78	73	73	21
70	78	5	86	49
70	78	23	47	3
70	78	5	86	3
70	78	5	86	49
59	78	5	86	49
70	78	5	84	49
70	78	5	86	49
70	108	5	86	49
70	78	55	27	3
59	78	25	99	49
70	78	55	27	49
70	108	32	3	3
70	108	5	20	3
70	78	5	20	49
70	78	23	85	3
70	108	5	20	22
70	78	5	86	49
70	78	23	47	3
70	78	5	86	3
70	78	5	86	49
59	78	5	86	49
70	78	5	84	49
70	78	5	86	49
70	108	5	86	49
70	78	55	27	3
59	78	25	99	3
70	78	55	27	49
70	108	32	3	3
70	108	5	20	3
70	78	5	20	49
70	78	23	85	3
73	108	5	20	22
49	78	50	50	82
49	78	50	50	82
79	78	30	2	59
94	78	30	2	59
70	78	30	2	82
70	78	30	2	65
70	78	5	86	3
70	78	5	20	49
70	108	5	20	49
70	78	5	86	49
80	78	5	86	3
70	78	23	47	3
70	78	55	27	3
70	78	55	27	49
70	108	32	3	3
70	78	5	20	22
70	78	49	49	49
24	78	30	2	82
70	78	31	15	3
80	78	25	99	3
80	78	31	15	82
70	86	10	88	3
26	78	3	30	65
96	78	34	16	6
70	78	31	15	3
70	78	10	88	3
70	78	3	30	65
26	78	3	30	59
24	78	3	30	65
19	78	37	37	3
19	108	77	77	3
19	78	29	29	3
19	78	17	1	3
19	78	37	37	3
19	108	77	77	3
19	78	29	29	3
19	78	17	1	3
8	86	26	5	3
19	86	37	37	3
70	108	17	1	3
8	78	2	82	3
19	78	2	82	25
19	78	2	82	3
19	78	2	82	3
19	78	2	82	40
8	78	2	82	40
96	108	23	47	49
75	78	63	63	3
96	11	48	11	84
49	78	3	90	84
76	78	73	73	4
79	11	33	33	6
88	108	33	33	44
88	108	33	33	44
88	108	33	33	44
88	78	33	33	44
0	78	33	33	30
96	108	58	58	49
96	108	20	9	22
94	78	30	2	50
76	78	22	22	3
8	10	2	97	40
8	78	2	97	40
70	78	38	8	40
19	86	26	5	3
19	78	22	22	3
8	78	78	38	25
19	78	53	26	3
19	86	37	37	3
19	10	53	26	3
19	10	53	26	3
70	86	29	29	3
19	86	29	29	3
19	78	27	0	25
19	78	8	18	22
52	11	4	32	50
52	78	4	32	50
19	78	4	32	6
19	78	62	14	6
99	78	62	14	6
52	78	15	51	6
19	78	0	80	3
52	78	18	13	49
89	78	48	11	49
19	108	48	11	30
24	78	3	90	49
32	11	4	43	6
49	108	48	11	6
96	108	72	72	6
96	108	48	11	6
75	108	48	11	49
22	78	72	72	6
75	108	48	11	49
32	108	48	11	49
32	11	4	43	6
34	78	72	72	49
89	108	72	72	6
19	78	22	22	3
70	108	37	37	3
70	78	54	54	6
70	78	17	1	3
50	78	7	53	47
19	78	40	40	6
32	11	1	23	6
50	11	11	41	6
70	108	23	85	3
59	11	39	39	3
70	78	25	55	3
70	78	31	15	82
73	78	10	78	3
20	78	0	80	3
70	78	67	67	3
61	78	73	73	82
19	86	26	5	3
70	86	17	1	3
8	78	0	21	3
70	108	17	1	3
19	86	28	28	3
19	86	26	5	3
96	78	51	12	49
8	78	22	22	23
70	108	12	17	82
59	78	55	27	49
70	78	25	55	3
70	78	23	85	3
19	78	22	22	3
70	108	5	86	3
70	108	10	78	49
70	78	42	42	49
70	86	32	3	6
70	78	42	42	49
70	78	42	42	49
80	11	31	15	82
70	78	42	42	82
59	78	25	99	49
70	108	32	3	49
76	78	6	31	65
18	78	13	62	65
18	108	13	62	65
18	108	13	62	65
79	108	13	62	65
89	11	33	33	59
24	78	20	9	6
80	108	31	15	3
32	11	1	23	6
25	78	40	40	49
99	78	40	40	49
76	78	50	50	82
32	108	18	13	49
89	78	27	0	82
89	11	44	89	49
8	78	21	10	25
8	86	21	10	25
8	78	21	10	25
8	78	21	10	25
8	78	21	10	25
8	78	21	10	40
8	78	21	10	40
8	78	21	10	40
8	78	28	28	25
8	78	17	1	25
8	78	46	46	40
8	86	61	61	3
8	86	61	61	3
24	78	63	63	56
8	78	16	7	40
19	78	48	11	56
96	108	66	66	6
96	78	66	66	6
19	78	8	18	6
19	78	8	18	22
19	78	8	18	6
19	78	46	46	3
75	108	50	50	23
70	108	53	26	6
61	108	48	11	6
75	11	11	41	6
52	78	4	32	6
19	11	2	82	40
19	11	2	82	3
32	78	40	40	6
25	78	65	65	6
52	78	4	32	25
73	78	10	78	49
59	86	26	5	3
50	78	54	54	49
70	78	12	17	3
34	108	9	4	63
70	108	26	5	90
70	78	71	71	82
70	108	71	71	63
75	78	20	9	70
75	108	20	9	49
75	108	20	9	49
75	108	20	9	49
75	78	20	9	56
75	108	20	9	49
59	78	26	5	82
89	78	79	79	49
79	78	13	62	59
79	108	15	48	6
75	108	22	22	1
61	78	73	73	49
94	108	33	33	59
59	78	31	15	3
70	108	58	58	23
24	78	63	63	50
75	78	63	63	56
70	108	58	58	49
76	78	3	90	49
70	108	67	67	3
70	86	25	55	49
80	78	31	15	49
19	108	26	5	3
70	78	17	1	3
70	108	77	77	3
70	78	53	26	3
19	86	17	1	90
80	78	46	46	3
70	86	46	46	3
70	86	53	26	3
70	11	12	17	3
80	11	78	38	22
8	78	61	61	3
70	86	17	1	3
52	78	8	93	6
48	78	76	76	49
7	78	40	40	56
52	108	4	32	6
52	78	62	14	6
8	78	29	29	40
19	78	21	10	40
8	108	17	1	40
19	78	21	10	40
19	86	37	37	25
19	78	37	37	25
8	86	28	28	25
8	108	29	29	40
19	108	8	93	6
19	108	8	93	6
19	108	8	93	6
19	11	8	93	6
8	78	2	97	25
19	108	2	97	40
19	108	2	97	25
22	78	48	11	34
19	108	48	11	22
70	78	23	85	3
70	78	25	55	22
70	78	45	45	49
8	78	2	97	40
8	78	8	18	23
8	78	8	18	25
8	78	0	80	90
22	78	48	11	30
19	78	66	66	22
8	78	21	10	3
8	78	21	10	40
8	78	21	10	25
70	108	31	15	3
70	11	31	15	3
12	78	3	30	49
8	78	2	82	30
8	86	0	21	3
70	78	55	27	49
52	78	40	40	49
99	78	40	40	6
21	11	4	43	6
89	78	73	73	49
24	78	79	79	49
32	78	1	23	56
76	78	6	92	65
70	78	39	39	3
70	86	36	36	3
99	78	72	72	49
34	78	72	72	49
34	78	72	72	49
34	78	72	72	49
70	108	42	42	3
70	78	17	1	3
70	86	32	3	3
70	11	53	26	82
19	78	25	99	3
70	108	42	42	3
73	78	42	42	27
8	11	40	40	6
8	86	29	29	3
8	86	29	29	3
8	10	0	21	40
8	78	17	1	3
70	108	77	77	3
19	86	28	28	3
19	86	28	28	56
19	86	28	28	3
19	86	28	28	56
24	78	63	63	25
75	78	22	22	23
19	108	53	26	3
70	108	42	42	49
32	78	76	76	6
32	78	76	76	6
25	78	76	76	6
18	78	76	76	6
18	108	65	65	6
70	78	36	36	90
78	108	13	98	6
70	78	79	79	6
24	78	50	50	82
24	78	73	73	49
99	11	48	11	30
89	108	2	97	40
19	11	4	32	25
70	11	42	42	3
70	11	42	42	3
70	11	42	42	3
24	78	22	22	84
52	78	66	66	49
19	86	37	37	25
19	78	63	63	56
8	86	29	29	3
8	11	2	97	56
19	78	37	37	25
8	78	29	29	40
19	86	37	37	25
19	86	37	37	25
19	78	78	38	22
8	86	29	29	3
8	86	29	29	3
8	86	17	1	40
8	16	29	29	40
19	86	29	29	3
19	86	37	37	25
8	86	29	29	3
19	86	29	29	3
19	86	29	29	3
8	86	29	29	3
8	16	29	29	40
19	86	37	37	25
8	86	29	29	40
8	86	29	29	40
8	86	17	1	40
8	86	29	29	3
8	16	29	29	40
19	78	78	38	25
8	78	29	29	25
19	78	21	10	40
8	86	17	1	40
19	78	21	10	25
8	86	29	29	40
8	78	29	29	3
70	86	0	21	3
19	108	0	21	90
99	78	40	40	6
12	108	22	22	49
19	78	23	47	3
12	78	23	47	49
12	78	22	22	3
19	78	23	47	3
19	78	23	47	3
19	78	23	47	3
8	86	28	28	25
8	78	0	21	3
8	86	28	28	3
8	86	28	28	3
19	86	28	28	90
19	86	28	28	3
19	78	63	63	3
19	78	0	21	25
96	108	48	11	34
70	78	23	85	3
70	78	10	78	3
70	78	31	15	3
89	78	13	98	3
78	78	32	3	22
89	78	79	79	49
70	108	53	26	49
49	78	3	30	84
75	108	13	62	6
75	11	27	0	6
75	11	27	0	3
49	78	3	90	22
52	108	4	32	6
70	78	12	17	6
70	108	12	17	6
70	78	29	29	3
70	78	29	29	3
96	108	58	58	22
96	108	58	58	22
96	108	58	58	22
96	108	58	58	22
96	108	58	58	22
96	108	58	58	22
49	108	74	74	3
70	78	58	58	49
89	78	79	79	49
70	78	65	65	6
0	11	15	48	30
25	11	1	23	6
89	78	10	78	49
59	108	10	78	22
89	78	79	79	3
70	78	10	78	3
74	108	33	33	6
47	78	33	33	59
52	108	11	25	6
24	78	22	22	23
70	108	79	79	49
70	78	79	79	3
70	108	79	79	49
70	78	79	79	49
12	78	51	12	22
8	78	21	10	25
8	78	21	10	25
8	78	21	10	25
8	78	21	10	25
8	78	21	10	25
8	78	21	10	40
8	78	21	10	56
8	78	21	10	3
8	78	21	10	40
8	78	28	28	25
8	78	17	1	25
8	78	46	46	40
8	86	61	61	3
8	86	61	61	3
24	78	63	63	56
8	78	16	7	40
19	78	48	11	56
96	78	66	66	6
96	78	66	66	6
19	78	8	18	6
19	78	8	18	22
19	78	8	18	6
19	78	26	5	3
80	11	36	36	82
89	11	36	36	82
80	11	36	36	82
89	78	36	36	82
80	78	36	36	3
70	78	36	36	90
70	78	36	36	3
89	78	33	33	6
59	108	5	20	3
24	78	22	22	3
8	86	26	5	3
70	108	26	5	82
19	108	37	37	25
59	108	26	5	3
19	108	0	21	3
59	86	17	1	3
70	108	26	5	3
61	78	51	12	3
8	78	78	38	25
19	78	53	26	3
19	86	37	37	3
19	10	53	26	3
70	86	29	29	3
70	86	29	29	3
19	78	27	0	25
19	78	8	18	22
52	11	4	32	6
52	78	4	32	6
7	78	62	14	6
19	78	62	14	6
52	78	4	32	6
52	78	15	51	6
19	78	0	80	3
70	108	5	20	49
70	78	5	86	3
70	108	39	39	49
70	108	5	86	3
59	78	5	86	12
70	78	25	55	3
70	108	45	45	49
19	78	48	11	56
19	108	48	11	56
8	78	48	11	56
19	108	48	11	34
7	108	48	11	34
8	108	48	11	56
12	78	5	84	49
52	108	51	12	49
7	78	51	12	49
19	78	63	63	25
96	108	11	25	49
70	11	11	25	49
75	108	27	0	6
75	11	11	25	49
75	11	11	25	49
59	78	10	78	3
70	11	42	42	49
59	86	32	3	22
50	86	11	25	6
70	78	71	71	82
70	78	23	47	3
70	78	45	45	49
70	78	32	3	22
70	78	5	86	3
8	78	21	10	25
76	78	50	50	22
8	78	0	80	3
12	78	20	9	84
19	86	53	26	3
8	86	26	5	3
8	86	21	10	3
8	78	17	1	40
52	108	11	25	56
8	78	11	25	22
19	78	2	82	3
8	78	2	82	40
19	78	63	63	25
70	78	37	37	3
96	78	44	89	49
70	78	23	85	3
8	78	21	10	25
8	78	21	10	3
19	78	46	46	3
8	78	29	29	3
8	78	21	10	40
8	78	2	97	25
8	78	2	97	40
8	108	2	97	25
34	108	40	40	6
52	78	4	32	6
70	78	5	86	49
70	78	55	27	49
8	78	29	29	3
8	78	29	29	3
70	86	77	77	3
19	78	21	10	3
8	78	17	1	3
8	86	28	28	25
19	78	5	86	3
70	78	51	12	3
76	78	3	90	49
70	108	12	17	6
70	108	12	17	6
8	86	37	37	3
8	78	8	18	40
19	108	8	18	3
19	108	8	18	3
19	108	8	18	23
19	78	8	18	23
19	78	8	18	56
19	108	8	18	6
19	78	8	18	6
19	78	4	32	6
75	108	27	0	3
76	78	7	53	82
19	78	4	32	6
25	78	40	40	49
25	78	40	40	49
25	11	40	40	6
89	78	42	42	82
32	78	42	42	82
70	78	42	42	82
70	78	42	42	82
70	78	42	42	82
70	78	42	42	82
70	108	42	42	82
50	78	11	41	6
50	78	11	41	6
50	78	41	83	6
52	78	41	83	6
50	78	41	83	6
50	78	41	83	6
50	11	41	83	6
50	78	41	83	6
50	78	41	83	6
34	78	41	83	6
50	78	41	83	6
50	78	41	83	6
50	78	41	83	6
50	78	41	83	6
50	78	41	83	6
52	78	41	83	6
50	78	41	83	6
52	78	41	83	6
50	78	41	83	6
79	78	41	83	6
50	78	41	83	6
52	78	41	83	6
50	78	41	83	6
50	78	41	83	6
50	78	41	83	6
50	78	41	83	6
50	78	41	83	6
52	78	41	83	6
70	78	39	39	3
70	78	5	20	49
70	78	23	85	3
59	78	23	85	49
70	108	5	20	49
70	108	12	44	12
70	108	5	20	49
70	78	25	55	3
50	78	50	50	49
70	78	31	15	3
32	78	27	0	82
89	78	27	0	82
89	78	30	2	21
89	78	44	89	49
32	78	62	14	6
32	78	62	14	49
52	78	18	13	49
52	78	18	13	49
89	78	48	11	49
70	78	39	39	3
70	78	5	20	49
59	78	23	85	3
59	78	23	85	49
70	108	5	20	49
70	108	12	44	12
70	108	5	20	49
70	78	25	55	3
24	78	50	50	65
70	78	31	15	3
32	78	27	0	82
89	78	27	0	82
89	78	30	2	21
89	78	44	89	49
32	78	62	14	6
32	78	62	14	49
49	78	18	13	49
75	78	18	13	49
75	108	48	11	49
19	78	23	47	3
19	78	23	47	3
12	78	3	90	49
12	78	51	12	49
19	78	40	40	6
12	78	51	12	49
19	78	23	47	3
70	78	23	47	3
19	78	23	47	3
12	78	3	90	3
19	78	2	82	3
19	78	2	82	30
89	108	54	54	6
98	108	54	54	49
89	78	79	79	49
24	78	63	63	25
8	78	16	7	40
76	78	3	90	49
19	108	40	40	40
99	78	40	40	6
49	78	3	90	21
70	78	10	78	3
8	78	21	10	3
70	78	21	10	3
70	108	39	39	3
70	108	5	20	3
52	108	62	14	6
52	108	8	18	22
20	78	0	80	3
52	78	11	25	49
19	78	3	90	3
70	108	77	77	3
19	86	26	5	3
70	86	37	37	3
70	108	17	1	3
19	78	21	10	3
19	108	28	28	3
76	78	22	22	3
75	78	44	89	47
19	78	26	5	3
70	108	46	46	3
19	108	46	46	3
49	78	3	90	21
32	78	76	76	6
89	78	42	42	3
70	78	42	42	3
32	108	76	76	6
89	78	76	76	49
52	78	11	41	49
52	78	11	41	6
32	11	1	23	6
75	86	0	21	3
70	78	0	21	3
76	78	73	73	50
70	10	77	77	3
19	10	77	77	25
19	86	77	77	3
19	86	77	77	90
19	108	46	46	22
76	78	73	73	49
7	78	23	47	49
70	108	37	37	3
48	78	52	52	6
70	78	71	71	3
78	108	32	3	22
70	78	67	67	49
12	78	3	90	49
96	78	4	43	6
70	108	65	65	6
70	78	65	65	49
70	78	53	26	82
70	78	5	86	49
96	108	5	86	49
59	108	55	27	49
70	78	26	5	3
70	108	46	46	49
70	108	46	46	49
