KMeans100-SciBert	KMeans130-BioBert	HierClust80-SciBert	HierClust100-BioBert	GMM_BioBert
64	71	22	10	82
73	22	29	29	82
73	22	74	74	27
79	71	68	68	3
21	71	56	13	6
20	22	73	36	74
39	71	42	20	56
6	22	27	17	57
73	22	50	24	82
88	71	32	32	51
50	22	4	4	42
73	71	22	10	82
23	22	7	42	27
74	71	41	83	27
73	71	35	35	82
50	22	56	13	57
64	71	33	33	50
73	22	74	74	27
73	22	64	31	3
27	71	17	1	50
26	71	38	38	64
49	22	24	11	7
49	22	24	11	49
99	71	8	0	22
75	71	4	4	40
59	71	11	2	3
3	71	15	58	65
74	71	50	24	27
37	71	50	24	82
36	71	17	1	50
37	71	15	43	50
27	71	17	1	50
38	52	0	80	50
47	71	17	1	50
47	71	0	80	50
23	71	7	64	33
37	22	0	80	50
75	71	2	82	17
20	71	25	25	86
73	71	22	10	82
73	22	27	17	27
3	22	23	5	27
73	22	14	12	3
43	71	66	66	3
75	22	40	40	3
88	22	40	40	22
65	22	32	32	6
73	22	27	17	50
82	22	1	81	50
98	22	4	4	42
49	22	24	11	49
61	22	18	18	28
24	22	2	6	65
75	71	6	41	59
24	22	28	96	1
55	22	0	50	82
38	71	13	55	25
36	71	17	1	50
24	71	31	7	19
50	22	44	89	35
24	22	28	96	90
73	22	26	26	82
73	22	35	35	65
57	71	15	43	82
64	71	33	33	50
98	22	19	9	5
82	71	42	20	47
52	22	76	76	52
98	22	62	62	40
18	22	78	78	6
64	71	67	67	6
3	22	22	10	25
73	71	34	34	27
64	71	33	33	82
28	22	47	23	28
75	71	49	49	27
49	71	24	11	7
80	22	25	25	86
98	22	29	29	82
64	71	22	10	27
61	22	77	77	48
7	71	2	82	48
75	71	13	44	25
50	22	56	13	50
74	22	41	83	72
34	71	58	28	57
74	71	6	41	27
50	22	56	13	57
3	71	6	41	27
73	71	55	8	86
89	71	72	72	49
49	71	48	48	22
66	71	1	14	21
89	22	18	18	28
73	22	11	2	25
80	71	14	12	82
21	71	67	67	50
21	71	46	46	6
70	71	68	68	3
50	22	56	13	57
59	71	52	52	6
98	22	62	62	40
86	71	54	54	49
73	71	64	31	27
2	71	70	70	27
7	22	69	69	56
96	22	69	69	56
96	71	42	20	56
50	22	14	12	82
59	71	52	52	6
96	71	1	14	56
12	71	48	48	56
66	71	1	81	75
36	71	17	1	50
41	22	27	94	45
20	22	5	19	49
20	71	25	25	86
73	71	50	24	27
21	71	55	8	6
47	71	2	6	50
49	71	10	45	20
30	22	76	76	52
70	22	48	48	6
98	22	43	87	64
70	22	3	84	6
24	71	28	47	90
64	71	22	10	82
64	71	22	10	82
43	71	66	66	12
52	22	76	76	49
12	71	21	21	49
88	71	32	32	6
32	71	51	51	6
32	71	51	51	3
32	99	58	28	49
99	71	8	0	22
21	71	23	5	25
1	59	50	24	82
36	71	66	66	50
18	71	78	78	50
0	71	40	40	44
80	71	5	90	3
42	22	45	22	2
11	71	20	95	17
75	71	32	32	51
12	71	69	69	3
28	22	47	23	28
20	71	25	25	86
49	71	21	21	34
94	22	37	37	59
68	71	13	55	23
24	22	28	47	49
73	71	14	12	82
24	22	28	47	82
64	71	56	13	82
57	71	6	16	65
27	71	17	1	50
23	22	33	33	33
42	22	45	22	80
20	71	25	25	86
23	22	7	42	50
75	71	71	71	25
24	71	28	47	90
64	71	22	10	50
64	71	22	10	50
43	71	66	66	12
52	22	76	76	49
12	71	21	21	49
80	22	14	12	49
21	71	67	67	82
73	71	14	12	82
68	22	3	84	6
20	22	39	39	49
26	22	31	7	19
12	71	69	69	49
61	71	47	23	49
96	22	69	69	56
74	22	41	83	27
80	71	28	47	82
75	71	22	10	25
86	22	30	30	49
49	71	72	72	61
47	22	36	3	50
34	71	58	28	57
42	22	45	22	2
20	22	1	14	21
64	22	56	13	57
92	71	30	30	49
73	22	34	34	3
28	22	47	23	49
58	22	63	63	6
38	71	6	41	25
95	71	6	41	72
74	71	6	41	72
98	22	4	4	70
98	22	39	39	18
73	22	11	2	25
80	71	14	12	82
21	71	67	67	50
21	71	46	46	6
70	71	68	68	3
50	22	56	13	57
59	71	52	52	6
98	22	62	62	40
86	71	54	54	49
73	71	64	31	27
2	71	70	70	27
7	22	69	69	56
96	22	69	69	56
96	71	42	20	56
57	71	15	43	82
36	71	17	1	50
73	22	22	10	25
80	71	64	31	90
75	71	2	82	25
73	71	25	25	82
64	71	22	10	50
36	22	66	66	22
47	22	17	1	49
27	71	9	15	50
64	22	36	3	65
47	22	0	80	49
64	71	6	16	50
65	71	65	65	51
94	71	37	37	59
65	22	32	32	33
24	22	28	47	3
75	22	6	41	4
83	71	47	23	28
74	71	40	40	1
72	71	20	56	26
75	71	2	82	49
0	71	53	53	30
0	95	53	53	30
58	71	63	63	22
24	22	2	6	1
43	71	72	72	21
84	71	66	66	47
7	71	57	57	56
7	71	71	71	56
22	22	57	57	48
22	71	57	57	48
70	71	48	48	49
12	71	21	21	34
49	22	24	11	47
49	71	24	11	21
49	71	28	47	84
80	22	5	19	3
24	22	8	0	64
92	71	30	30	50
82	71	9	15	47
44	71	6	16	82
38	71	22	10	82
21	71	67	67	50
21	71	23	5	25
64	22	15	58	25
65	22	32	32	49
3	71	49	49	50
20	22	19	9	22
80	71	64	31	3
24	71	28	47	49
7	22	69	69	48
20	71	25	25	49
65	71	65	65	51
24	22	28	47	1
49	71	79	79	61
50	22	7	42	79
73	71	6	16	82
83	71	6	41	82
51	22	31	7	90
73	22	34	34	6
50	71	44	89	82
73	71	55	8	82
73	22	55	8	27
73	22	74	74	27
73	22	64	31	82
73	22	22	10	82
73	71	33	33	82
80	71	15	58	82
73	71	64	31	27
11	22	20	56	13
73	71	44	89	82
64	71	23	5	27
73	22	56	13	65
75	71	42	20	82
20	71	25	25	3
73	22	35	35	65
89	22	16	93	56
38	22	0	50	49
88	71	40	40	6
73	22	15	58	80
88	22	40	40	6
0	95	53	53	30
3	95	13	44	25
50	22	44	89	18
7	71	9	15	56
18	71	51	51	3
24	22	78	78	40
83	22	47	23	28
0	71	41	83	6
73	22	22	10	82
18	71	9	15	56
73	71	1	81	49
20	22	25	25	22
20	71	1	14	22
20	22	73	36	86
24	22	28	47	90
36	71	66	66	50
86	22	54	54	25
11	71	20	95	17
75	22	11	2	3
73	22	55	97	82
50	22	14	12	57
73	71	36	3	82
73	22	64	31	27
26	71	31	7	49
66	71	1	14	21
3	71	50	24	27
42	71	45	22	80
95	22	56	13	5
50	22	4	4	66
96	71	19	9	49
20	71	25	25	86
20	22	25	25	22
24	22	37	37	25
3	71	50	24	27
24	22	28	47	49
49	22	28	47	84
74	71	2	6	70
70	71	71	71	49
49	71	4	4	70
96	22	19	9	28
28	22	47	23	28
11	71	20	95	17
98	22	8	0	49
49	22	21	21	21
24	22	28	96	38
89	71	14	12	82
73	71	23	5	27
66	71	27	17	47
65	22	32	32	49
89	22	32	32	3
98	22	60	60	40
24	22	28	47	90
19	71	69	69	3
24	22	2	6	1
64	71	23	5	25
24	22	15	58	33
61	71	47	23	28
80	22	14	12	49
73	71	14	12	82
61	22	77	77	28
26	22	48	48	22
12	71	1	14	49
73	22	26	26	82
73	22	35	35	82
70	22	5	90	49
73	71	5	90	50
5	22	27	17	5
7	22	69	69	56
12	22	1	14	49
80	71	21	21	82
24	22	2	6	1
64	71	23	5	25
24	22	15	58	33
73	22	29	29	27
96	22	4	4	49
73	71	36	3	82
59	71	52	52	6
73	71	64	31	27
70	71	31	7	6
66	71	1	14	21
75	71	50	24	50
12	71	48	48	56
67	71	9	15	47
82	71	40	40	6
82	71	13	55	56
28	22	47	23	28
70	71	68	68	3
3	71	13	55	27
96	71	9	15	47
24	22	28	47	21
49	22	72	72	21
52	22	23	5	27
12	71	71	71	56
64	22	22	10	22
44	71	6	16	57
37	22	13	55	82
1	71	22	10	49
50	22	44	89	18
80	71	34	34	3
73	22	74	74	27
20	22	73	36	74
11	22	6	41	25
11	22	20	95	13
1	22	0	80	20
38	71	23	5	25
73	22	22	10	82
21	71	3	85	50
73	71	36	3	50
96	71	2	82	25
74	71	6	41	27
38	71	6	41	27
73	71	74	74	3
80	71	55	8	82
98	71	47	23	49
49	71	48	48	22
34	71	58	28	63
89	71	58	28	21
66	71	1	14	21
73	22	11	2	25
80	71	14	12	82
21	71	67	67	50
21	71	46	46	6
70	71	68	68	3
50	22	56	13	57
59	71	52	52	6
98	22	62	62	40
86	71	54	54	49
73	71	64	31	27
2	71	70	70	27
7	22	69	69	56
96	22	69	69	56
96	71	42	20	56
70	22	58	28	6
98	99	4	4	66
18	71	8	0	49
46	71	51	51	6
21	71	27	17	80
73	22	14	12	82
73	71	29	29	82
79	64	52	52	6
80	22	5	90	49
12	22	69	69	49
75	71	49	49	3
26	71	38	38	49
37	22	36	3	50
73	71	36	3	82
20	71	1	14	21
73	22	64	31	3
73	22	29	29	82
18	71	78	78	50
21	71	67	67	82
64	71	33	33	50
50	22	44	89	65
73	22	74	74	27
98	71	43	87	64
95	52	12	99	6
98	22	4	86	66
3	71	15	58	65
75	71	2	82	1
37	71	36	3	65
95	71	6	41	82
3	71	50	24	27
61	22	77	77	28
96	71	48	48	21
86	22	18	18	49
82	71	42	20	56
86	71	57	57	56
86	22	57	57	48
22	22	57	57	48
86	71	9	15	48
49	71	21	21	21
94	71	2	6	50
98	22	4	4	40
59	22	68	68	49
78	71	9	15	49
73	71	22	10	82
92	71	30	30	50
44	71	6	16	82
50	22	56	13	82
19	22	71	71	40
73	71	14	12	82
73	22	55	8	82
80	22	5	90	49
20	71	25	25	22
65	22	32	32	73
24	71	49	49	82
74	22	41	83	27
11	71	20	56	13
79	22	32	32	6
80	71	43	87	90
26	71	26	26	3
49	71	24	11	49
12	22	24	11	49
39	22	57	57	48
7	52	57	57	56
7	22	57	57	56
7	22	57	57	56
96	71	69	69	49
20	71	1	81	82
7	22	42	20	56
7	71	42	20	56
82	71	42	20	56
92	71	51	51	49
32	71	78	78	49
89	22	24	11	49
27	71	49	49	50
91	22	8	0	22
75	71	13	55	50
31	71	76	76	52
99	22	21	21	49
21	71	22	10	50
73	71	22	10	82
68	71	13	55	6
20	22	25	25	86
73	22	29	29	82
21	71	67	67	50
64	71	33	33	50
50	22	44	89	65
73	22	74	74	27
18	71	78	78	50
98	71	43	87	3
95	52	12	99	6
98	22	4	86	66
38	22	0	50	30
3	71	15	58	65
75	71	2	82	1
37	71	36	3	65
95	71	6	41	82
3	71	50	24	27
42	22	45	22	80
61	22	77	77	28
96	71	48	48	21
86	22	18	18	49
12	71	48	48	48
86	22	57	57	48
61	22	13	55	6
49	22	79	79	61
49	71	24	11	21
49	71	21	21	21
73	22	29	29	82
21	71	67	67	50
64	71	33	33	50
50	22	44	89	65
73	22	74	74	27
18	71	78	78	50
98	71	43	87	3
95	52	12	99	6
98	22	4	86	66
38	22	0	50	30
3	71	15	58	65
75	71	2	82	1
37	71	36	3	65
95	71	6	41	82
3	71	50	24	27
42	22	45	22	80
61	22	77	77	28
49	71	48	48	21
86	22	18	18	49
12	71	48	48	48
86	22	57	57	48
61	22	13	55	6
49	22	79	79	61
49	22	24	11	7
49	71	21	21	21
75	22	71	71	1
75	71	8	0	49
12	22	71	71	49
24	71	8	0	49
26	71	79	79	21
24	22	28	47	1
24	22	28	47	90
23	22	7	42	33
23	22	7	64	33
37	71	15	43	72
37	22	0	50	85
74	22	41	83	27
89	71	16	93	65
73	71	22	10	82
56	22	47	23	28
18	71	78	78	50
19	71	57	57	56
20	71	42	20	56
0	71	53	53	6
0	71	53	53	30
21	71	23	5	25
23	71	32	32	33
96	22	48	48	49
22	71	57	57	56
27	71	17	1	50
20	22	19	9	22
70	71	68	68	3
49	71	21	21	21
73	71	22	10	27
86	71	69	69	49
98	22	58	28	49
68	22	13	55	28
24	22	28	47	49
72	71	20	56	26
80	71	5	90	3
73	22	29	29	27
73	71	15	58	82
89	22	11	2	82
64	71	22	10	25
18	71	56	13	82
75	71	2	82	6
80	22	64	31	27
64	22	33	33	15
68	71	50	24	23
27	22	17	1	50
23	71	32	32	50
20	71	25	25	74
39	71	69	69	56
65	22	65	65	51
88	22	40	40	6
0	71	53	53	30
89	71	16	93	82
83	71	47	23	28
26	22	31	7	38
1	22	14	12	82
73	22	14	12	82
32	71	67	67	6
50	22	56	13	57
86	71	54	54	49
42	22	45	22	57
73	22	74	74	27
74	22	41	83	72
66	71	16	93	82
12	22	71	71	49
19	22	71	71	3
25	71	51	51	49
75	22	60	60	40
24	71	28	47	90
64	71	22	10	82
73	71	6	16	82
95	71	67	67	50
64	71	22	10	82
67	71	22	10	82
73	71	14	12	82
83	22	47	23	28
75	71	45	22	80
64	71	28	47	50
19	22	58	28	3
74	71	41	83	27
0	71	53	53	30
16	71	40	40	20
64	71	46	46	50
89	71	16	93	82
82	71	9	15	48
12	71	71	71	56
20	71	42	20	56
12	71	24	11	21
12	22	24	11	49
7	71	71	71	56
73	71	15	58	33
20	22	34	34	3
80	71	64	31	82
50	22	56	13	57
73	22	26	26	82
5	71	33	33	3
80	71	64	31	82
80	71	5	19	49
20	71	25	25	86
32	71	67	67	6
41	71	2	6	26
3	22	49	49	25
94	71	37	37	50
42	71	45	22	80
96	71	19	9	12
12	71	21	21	21
28	22	47	23	28
11	22	20	95	13
24	71	8	0	90
26	22	38	38	64
3	22	49	49	25
27	71	17	1	50
80	71	5	19	49
3	71	15	58	33
94	71	37	37	50
1	22	14	12	82
96	71	1	14	6
12	71	1	14	21
28	22	47	23	28
24	71	49	49	82
73	71	14	12	82
27	71	50	24	27
47	71	2	6	59
36	71	66	66	12
20	22	35	35	82
80	71	5	19	3
38	22	7	42	6
65	22	65	65	51
65	71	37	37	51
74	71	2	6	65
74	71	41	83	27
0	71	2	82	6
0	71	58	28	6
13	71	19	9	12
2	22	70	70	27
75	71	15	58	82
2	71	70	70	27
12	71	10	45	20
20	71	25	25	86
66	71	8	0	38
32	71	67	67	3
42	71	45	22	80
74	71	2	6	6
49	71	72	72	64
95	71	67	67	59
20	71	73	36	11
18	22	78	78	50
3	71	50	24	27
82	71	9	15	56
89	71	76	76	47
42	71	45	22	80
89	71	4	4	70
75	71	71	71	49
70	71	68	68	49
73	22	14	88	82
32	22	67	67	6
20	22	34	34	3
73	22	55	8	27
36	71	17	1	50
64	71	66	66	50
66	22	21	21	7
12	22	28	47	3
49	22	21	21	49
86	22	18	18	49
38	71	46	46	50
26	71	8	0	49
12	22	24	11	49
75	71	28	47	49
96	22	60	60	40
70	71	31	7	82
73	22	29	29	82
50	22	14	12	57
73	71	36	3	82
73	22	34	34	3
26	71	31	7	49
23	22	7	42	50
20	22	75	75	22
3	71	50	24	27
42	71	45	22	2
95	22	56	13	5
50	22	4	4	66
64	71	6	16	25
82	125	9	15	48
18	71	78	78	82
98	22	43	87	64
66	71	1	14	21
82	71	42	20	56
21	71	23	5	27
19	22	46	46	25
42	22	45	22	80
41	22	33	33	22
92	71	30	30	49
25	71	51	51	28
3	71	50	24	50
24	22	2	6	50
89	22	24	11	49
28	22	47	23	46
95	71	33	33	22
41	22	27	17	52
49	71	21	21	21
96	71	24	11	47
70	22	3	84	6
24	22	28	47	90
23	22	7	42	82
22	22	63	63	25
73	71	14	12	82
89	22	11	2	25
73	22	34	34	3
24	22	28	47	82
73	71	22	10	82
84	71	9	15	23
36	71	17	1	50
42	22	27	17	80
24	71	2	6	1
20	71	25	25	86
82	71	42	20	47
49	71	24	11	21
70	22	60	60	40
42	22	45	22	25
92	71	30	30	52
73	71	36	3	82
73	22	26	26	82
5	71	33	33	3
80	71	64	31	82
80	71	5	19	49
20	71	25	25	86
32	71	67	67	6
41	71	2	6	26
3	22	49	49	25
94	71	37	37	50
42	71	45	22	80
96	71	2	82	6
43	71	66	66	12
80	71	11	2	25
26	71	38	38	19
50	22	55	8	27
20	71	73	36	86
20	22	5	19	11
73	71	48	48	56
20	22	69	69	75
73	22	22	10	82
3	71	50	24	27
75	22	42	20	3
7	22	47	23	56
3	71	22	10	25
80	22	34	34	3
70	71	68	68	3
75	71	49	49	25
27	71	22	10	50
95	22	56	13	57
93	71	6	16	12
36	71	17	1	50
47	22	2	6	59
41	71	66	66	33
42	71	45	22	80
49	71	1	14	21
88	71	40	40	6
88	71	40	40	6
88	71	40	40	70
24	71	2	6	50
79	71	10	92	6
24	71	28	96	64
96	57	19	9	49
89	52	8	0	49
98	71	4	4	40
43	71	24	11	49
32	71	67	67	25
38	22	23	5	13
99	71	21	21	34
28	22	47	23	46
80	71	48	48	49
89	22	11	2	3
3	71	50	24	27
64	71	22	10	82
42	71	45	22	80
83	71	47	23	28
12	22	69	69	56
12	71	9	15	49
20	71	25	25	11
75	71	46	46	25
73	71	22	10	27
19	22	34	34	3
12	22	9	15	56
3	71	50	24	27
20	71	25	25	86
80	71	8	0	90
61	22	47	23	28
75	71	16	27	49
43	71	24	11	12
0	71	53	53	30
0	71	53	53	30
32	71	2	6	82
72	71	20	56	26
24	22	28	47	49
49	71	21	21	49
42	22	45	22	80
44	22	13	55	27
71	71	6	16	40
77	71	59	59	3
70	71	68	68	22
24	22	71	71	28
36	71	33	33	12
64	71	6	16	50
27	71	17	1	50
27	71	6	16	50
7	71	57	57	56
23	22	7	42	33
38	22	13	55	27
65	22	65	65	51
0	71	53	53	30
38	22	13	55	82
41	71	70	70	82
38	71	13	55	25
20	22	73	36	74
7	71	57	57	48
30	22	76	76	52
96	22	9	15	49
61	22	9	15	28
50	22	56	13	57
73	22	26	26	82
98	71	33	33	3
80	71	64	31	82
80	71	5	19	49
20	71	25	25	86
32	71	67	67	6
41	71	2	6	26
3	71	66	66	33
42	71	45	22	80
96	71	19	9	49
49	71	1	14	7
28	22	47	23	28
11	22	20	95	13
32	71	51	51	49
94	71	37	37	50
24	71	8	0	64
80	71	5	19	49
73	71	15	58	33
24	22	28	47	1
1	22	14	12	82
49	22	24	11	49
99	22	24	11	49
73	71	26	26	82
73	22	34	34	3
10	71	26	26	65
12	71	48	48	49
12	71	1	14	49
26	52	38	38	49
24	22	28	47	1
64	22	66	66	50
64	71	22	10	82
58	22	61	61	58
64	71	28	47	50
94	22	37	37	59
80	22	34	34	3
59	71	68	68	3
75	71	67	67	3
27	71	17	1	50
98	22	4	4	70
43	71	66	66	12
20	71	2	6	70
20	71	73	36	11
19	71	71	71	3
96	22	42	20	56
12	71	1	14	56
96	22	71	71	28
82	71	9	15	47
12	71	21	21	49
75	71	42	20	56
96	71	21	21	34
52	71	76	76	49
83	22	47	23	28
25	71	51	51	49
92	71	30	30	52
73	71	26	26	82
73	22	34	34	3
10	71	26	26	65
12	71	48	48	49
12	71	1	14	49
26	52	38	38	49
73	71	26	26	82
73	22	34	34	3
10	71	26	26	65
12	71	48	48	49
12	71	1	14	49
26	52	38	38	49
73	22	35	35	65
73	71	26	26	65
73	71	6	16	82
47	71	37	37	50
3	71	50	24	27
20	22	73	36	74
75	22	60	60	40
49	71	21	21	7
32	71	51	51	21
19	71	23	5	25
82	71	42	20	83
3	22	49	49	25
20	71	35	35	86
98	71	4	4	42
61	22	47	23	28
49	71	21	21	34
26	22	79	79	61
65	71	65	65	51
23	22	7	64	50
74	22	41	83	27
20	22	1	14	21
73	71	36	3	82
95	22	56	13	11
73	71	74	74	27
98	22	60	60	40
25	71	51	51	49
89	22	16	27	65
61	22	42	20	48
73	71	64	31	27
85	22	3	85	76
3	71	49	49	27
36	71	17	1	50
27	71	50	24	50
26	71	28	47	64
24	71	28	47	3
73	71	23	5	27
75	71	22	10	82
64	71	33	33	50
67	71	22	10	82
73	71	74	74	27
20	22	25	25	22
41	22	1	81	50
27	71	17	1	50
23	22	7	64	33
55	22	41	83	72
74	71	41	83	27
32	71	51	51	49
80	71	8	0	49
26	22	31	7	64
73	22	35	35	65
46	52	18	18	82
47	71	37	37	50
3	71	50	24	27
75	22	60	60	40
32	71	51	51	21
96	22	69	69	56
73	71	66	66	33
43	71	66	66	12
11	71	20	56	13
41	71	27	94	53
70	71	31	7	6
75	71	67	67	65
73	71	22	10	82
73	71	26	26	82
64	71	22	10	82
73	71	64	31	82
73	22	64	31	82
20	22	9	15	49
13	71	19	9	49
98	22	4	4	42
49	71	21	21	21
20	71	25	25	86
68	71	13	55	25
73	71	66	66	65
5	22	27	17	5
0	71	53	53	30
89	71	8	0	57
75	71	28	47	49
49	22	24	11	64
10	71	26	26	65
12	71	48	48	49
39	22	69	69	56
26	71	38	38	49
74	71	50	24	27
89	71	14	12	82
7	22	69	69	48
73	22	29	29	82
83	71	2	6	25
25	71	51	51	52
25	71	51	51	49
49	22	69	69	21
42	71	45	22	80
98	22	62	62	40
65	71	7	64	51
1	22	14	12	6
64	71	22	10	50
79	71	32	32	33
73	71	22	10	3
98	22	4	4	66
61	22	9	15	28
75	71	71	71	28
75	71	24	11	28
49	71	21	21	21
32	71	24	11	49
99	71	51	51	21
21	71	23	5	25
21	71	46	46	6
18	71	51	51	49
80	71	5	90	82
73	22	34	34	3
20	22	25	25	86
3	71	49	49	33
42	71	45	22	80
75	71	2	82	6
98	22	43	87	64
26	71	16	27	77
19	22	8	0	22
16	71	40	40	6
16	71	40	40	6
64	71	2	6	6
75	71	2	6	65
0	22	40	40	30
0	71	40	40	30
79	71	40	40	44
79	71	40	40	6
95	71	27	94	25
70	22	31	7	49
73	22	29	29	27
89	71	11	2	50
80	22	15	58	82
64	71	33	33	50
77	71	59	59	3
47	71	17	1	50
58	52	61	61	58
80	71	5	19	82
73	71	56	13	82
38	71	13	55	25
75	71	31	7	52
98	22	62	62	66
73	71	56	13	86
2	71	6	41	25
68	95	6	41	82
68	22	13	55	27
38	22	0	98	82
61	22	77	77	28
24	71	28	47	65
49	71	21	21	7
73	71	14	12	82
32	71	67	67	82
73	71	50	24	27
49	71	48	48	49
20	22	19	9	22
82	71	19	9	48
80	71	16	93	3
29	113	39	39	34
20	71	1	14	21
73	22	26	26	82
73	22	74	74	11
73	71	64	31	3
26	22	31	7	49
67	22	42	20	4
73	71	2	82	65
80	22	15	58	57
98	22	48	48	64
21	71	22	10	82
64	71	33	33	82
64	71	22	10	50
64	71	33	33	82
80	22	64	31	3
20	71	25	25	86
27	71	17	1	50
38	22	0	80	6
42	71	45	22	80
3	22	50	24	27
24	22	24	11	49
89	22	24	11	49
89	22	24	11	49
89	22	24	11	49
65	71	65	65	51
1	22	7	64	33
77	22	59	59	3
47	22	37	37	50
83	71	47	23	4
23	22	7	42	49
0	71	53	53	6
0	71	53	53	6
80	71	6	41	50
42	71	45	22	80
26	71	72	72	61
98	22	60	60	40
51	22	28	47	90
0	71	53	53	22
75	71	41	83	6
79	3	40	40	6
89	71	58	28	6
89	71	58	28	20
88	71	40	40	44
19	71	71	71	3
95	22	27	94	22
82	71	16	27	82
86	71	57	57	56
7	71	57	57	56
86	71	57	57	48
61	22	42	20	56
50	71	18	18	49
86	22	18	18	28
86	71	18	18	6
89	71	76	76	83
25	71	13	55	23
61	22	18	18	25
75	71	71	71	34
49	71	48	48	21
79	71	11	2	50
32	71	67	67	3
95	71	36	3	91
80	71	11	2	82
38	71	6	16	50
20	22	25	25	86
38	22	6	16	27
74	22	0	50	27
38	71	50	24	82
96	71	13	55	6
21	71	67	67	80
89	71	23	5	25
55	22	0	50	27
70	71	68	68	3
73	22	55	8	82
73	22	55	8	82
50	71	44	89	50
50	22	44	89	65
50	22	55	8	27
65	71	65	65	51
65	22	7	64	50
77	71	59	59	3
47	22	37	37	50
67	71	9	15	23
78	22	32	32	3
58	64	63	63	6
74	71	41	83	6
34	3	40	40	44
34	71	58	28	6
89	71	58	28	20
88	71	40	40	44
41	71	27	94	12
95	22	27	94	22
0	71	53	53	6
72	71	20	56	13
67	71	27	94	25
80	71	6	41	50
75	71	25	25	86
42	71	45	22	80
49	22	24	11	7
98	22	60	60	40
70	22	28	47	90
75	71	71	71	34
31	71	8	0	49
37	95	15	43	50
38	71	0	50	50
1	71	11	2	50
32	71	67	67	3
95	71	36	3	91
80	71	11	2	82
38	71	6	16	50
20	22	25	25	86
38	22	6	16	27
74	22	0	50	27
3	71	50	24	25
96	22	13	55	6
54	71	67	67	80
38	22	23	5	25
55	22	0	50	27
59	52	68	68	3
73	22	55	8	82
73	22	55	8	82
50	71	44	89	50
50	22	44	89	65
50	22	55	8	27
65	71	65	65	51
82	71	7	64	56
77	22	59	59	3
94	22	37	37	50
83	71	9	15	23
75	71	32	32	3
58	64	63	63	6
0	71	53	53	6
72	71	20	56	13
67	71	27	94	25
80	71	6	41	50
75	71	25	25	3
87	71	45	22	80
89	22	24	11	49
98	22	60	60	40
51	22	28	47	19
19	71	67	67	25
75	71	24	11	28
80	71	34	34	86
43	22	2	6	59
3	71	50	24	27
73	71	29	29	82
73	71	22	10	27
89	71	72	72	57
50	22	56	13	57
73	22	42	20	82
27	71	17	1	50
1	22	7	42	50
65	22	65	65	51
94	22	37	37	51
83	71	6	41	25
75	71	6	41	49
74	22	41	83	72
47	52	0	80	15
79	71	10	45	20
20	71	1	81	56
49	71	24	11	49
98	22	4	4	66
93	71	10	92	49
75	22	24	11	49
73	71	34	34	3
52	22	9	15	56
3	71	50	24	27
24	71	8	0	90
31	71	16	27	19
61	22	47	23	28
49	22	24	11	49
0	71	53	53	30
0	71	53	53	30
21	71	2	6	82
24	22	28	47	49
49	71	21	21	84
42	22	45	22	80
38	22	13	55	27
77	71	59	59	3
18	71	22	10	82
12	22	64	31	3
73	71	34	34	27
88	71	32	32	51
75	71	32	32	6
73	71	15	58	33
89	22	11	2	82
20	71	1	14	21
37	71	36	3	82
3	22	6	41	25
74	22	50	24	27
20	22	73	36	11
70	22	31	7	90
89	22	58	28	63
5	22	27	17	57
73	22	14	88	82
20	22	34	34	3
73	22	55	8	27
36	71	17	1	50
64	71	66	66	50
74	71	50	24	27
73	22	55	97	82
32	71	67	67	49
0	71	2	82	6
42	22	45	22	80
89	71	14	12	82
73	22	26	26	82
73	71	74	74	27
73	22	55	97	65
67	22	13	55	82
73	71	15	58	82
73	71	66	66	23
75	71	67	67	27
61	22	77	77	28
49	22	79	79	21
80	22	75	75	22
24	22	28	47	19
82	71	9	15	82
3	71	50	24	27
50	22	29	29	82
18	71	71	71	50
26	71	31	7	19
42	71	45	22	80
3	22	50	24	27
80	71	22	10	49
96	71	1	81	56
49	71	21	21	34
70	22	60	60	40
14	22	60	60	40
89	71	4	4	70
79	71	10	45	20
20	71	73	36	86
11	71	20	95	17
24	22	28	47	49
89	22	11	2	3
21	71	46	46	50
75	71	22	10	25
3	71	50	24	27
89	22	32	32	38
58	52	63	63	44
20	71	1	14	49
12	22	1	14	47
80	71	16	93	3
20	71	1	14	21
61	71	47	23	28
24	22	28	47	1
74	22	41	83	27
0	71	53	53	30
38	22	0	98	82
95	71	12	73	59
94	22	37	37	50
24	71	28	47	49
24	71	28	47	65
73	22	23	5	27
3	71	49	49	25
38	22	0	98	25
73	22	23	5	27
3	71	49	49	25
38	22	0	98	25
3	71	49	49	25
24	71	49	49	49
70	22	48	48	49
79	71	52	52	6
7	22	69	69	48
12	71	1	14	49
12	71	48	48	56
20	71	1	14	56
96	71	1	14	56
20	71	1	14	56
7	22	57	57	48
20	71	1	81	56
27	71	17	1	50
41	71	27	17	80
19	22	5	19	3
21	71	46	46	6
94	22	37	37	51
65	71	65	65	51
38	22	0	50	50
94	71	37	37	49
0	71	2	82	6
98	22	43	87	64
89	52	72	72	18
21	71	23	5	25
64	22	15	58	25
3	71	49	49	50
69	71	6	41	40
80	22	64	31	3
75	71	28	47	49
7	22	69	69	48
39	22	42	20	56
20	71	25	25	49
24	22	28	47	1
26	71	79	79	7
50	22	7	42	79
31	71	76	76	3
21	71	67	67	82
57	22	6	16	82
66	57	21	21	7
49	71	24	11	6
38	22	27	94	27
98	22	62	62	40
47	71	37	37	6
