KMeans100-SciBert	KMeans130-BioBert	HierClust80-SciBert	HierClust100-BioBert	GMM_BioBert
24	22	18	18	90
73	22	38	38	49
13	71	79	79	40
15	22	45	10	5
98	22	33	33	3
32	22	4	83	65
26	71	13	5	49
85	22	55	55	22
49	71	67	67	90
70	22	59	59	6
73	71	40	4	6
75	71	78	78	1
12	71	27	27	49
12	71	27	27	49
73	71	58	28	49
70	22	4	45	49
26	22	0	80	49
70	22	15	97	3
59	22	75	75	3
50	71	43	43	82
26	71	0	80	49
70	71	11	44	64
96	15	57	57	49
73	71	9	86	82
71	52	6	3	6
73	71	16	16	82
50	71	43	43	82
98	22	64	31	40
75	22	63	63	40
73	22	38	38	49
79	22	53	2	5
70	22	32	7	22
32	71	52	25	6
95	71	16	16	82
70	71	57	57	82
96	71	66	66	22
26	71	13	5	90
73	71	58	28	82
59	22	4	83	65
25	22	46	46	6
15	22	53	2	5
24	22	18	18	90
5	22	39	9	3
73	71	38	38	82
89	22	60	60	49
79	71	51	51	59
75	71	39	9	49
70	22	4	45	3
43	71	73	73	22
70	71	19	22	90
70	22	47	47	82
73	22	58	28	82
70	22	4	83	3
73	71	11	44	82
15	22	45	10	5
59	71	3	0	50
70	22	63	63	40
51	22	13	95	76
70	71	18	18	90
12	71	27	27	56
26	22	14	96	64
79	22	8	8	70
19	71	32	7	25
8	22	18	18	40
8	22	15	97	3
70	22	4	83	3
58	22	72	72	44
59	71	3	84	50
70	71	51	51	3
7	22	1	82	56
80	71	63	63	40
78	71	35	35	3
80	22	54	26	90
26	22	14	15	61
51	22	13	5	90
85	52	22	14	6
59	71	3	0	49
75	22	61	61	49
24	71	61	61	90
50	71	31	52	22
15	22	53	2	22
75	71	41	41	40
75	22	44	21	40
59	22	32	7	3
32	71	52	25	50
73	71	42	20	82
5	22	41	41	40
80	71	38	38	3
19	22	50	50	25
79	22	30	6	6
59	71	30	6	6
73	71	65	65	3
21	71	52	25	50
70	71	19	22	90
73	22	42	20	82
70	22	32	7	3
15	22	45	10	5
59	71	3	0	50
70	71	63	63	40
51	71	61	61	43
24	22	18	18	90
96	71	27	27	56
26	22	14	96	64
73	22	42	20	82
59	22	32	7	3
15	22	45	10	5
59	71	3	0	50
70	71	63	63	40
51	71	61	61	43
24	22	18	18	90
96	71	27	27	56
26	22	14	96	64
51	22	61	61	76
49	22	20	32	7
75	71	47	47	59
96	22	63	63	40
24	22	18	18	90
70	22	22	92	90
15	22	45	10	5
73	22	34	34	3
7	22	1	82	56
19	71	32	7	3
7	71	1	82	56
85	22	2	40	43
51	22	12	58	90
21	22	40	4	6
70	22	65	65	3
12	71	27	27	49
15	22	53	2	5
80	22	38	38	3
70	22	51	51	49
43	22	63	63	40
70	22	66	66	6
70	71	22	92	6
24	71	61	61	90
51	71	61	61	43
50	22	69	69	26
73	71	58	28	82
59	22	4	83	65
49	22	20	32	49
70	71	26	49	82
70	71	18	18	90
8	22	15	97	25
70	22	32	7	3
49	22	63	63	40
70	22	44	21	67
96	22	50	50	3
70	71	51	51	22
75	71	65	65	82
13	22	52	25	52
8	22	15	97	25
73	22	9	86	82
24	22	39	9	90
70	22	22	14	6
96	22	27	27	56
24	22	54	26	90
49	22	20	32	7
24	22	54	26	38
73	22	9	86	82
32	71	52	25	6
70	71	57	57	6
12	71	69	69	6
80	22	10	87	49
43	71	73	73	3
20	71	65	65	11
26	22	24	24	64
24	71	18	18	90
80	71	33	33	3
70	22	26	11	90
51	22	61	61	90
70	22	59	59	6
15	22	28	13	5
75	71	69	69	25
19	71	39	9	4
73	71	32	7	82
70	22	22	92	49
32	71	5	85	6
80	22	63	63	40
70	71	26	11	6
24	22	18	18	90
19	22	15	81	82
32	71	51	51	3
89	71	3	0	6
80	71	19	90	90
80	71	33	33	90
89	71	20	32	49
70	71	5	85	90
70	22	57	57	3
15	22	53	2	5
15	22	53	2	5
15	22	53	2	5
15	22	53	2	5
15	22	53	2	5
32	71	43	43	6
32	22	46	46	6
89	95	7	30	6
15	22	45	10	5
70	71	4	45	49
79	22	72	72	44
12	71	44	21	70
12	71	27	27	56
98	22	54	26	90
4	71	13	95	76
49	22	20	32	84
89	22	52	25	82
64	71	52	25	50
26	71	20	32	49
12	22	1	64	49
75	71	52	25	49
26	71	19	22	49
51	71	61	61	90
70	71	5	85	19
26	22	0	53	77
73	71	16	16	82
64	71	16	16	50
73	22	16	16	82
59	71	71	71	3
18	71	46	46	50
21	71	52	25	82
94	71	17	17	59
80	71	12	58	65
70	71	22	92	82
85	22	2	19	43
19	22	15	97	25
70	71	4	45	3
89	22	75	75	82
19	22	57	57	3
70	22	5	42	6
89	64	3	0	6
70	22	67	67	90
49	71	67	67	64
43	71	73	73	12
43	71	25	12	12
20	71	10	87	49
98	22	55	55	22
75	71	78	78	1
85	71	26	49	82
15	22	53	2	5
8	22	15	97	3
51	22	56	56	90
24	71	24	24	49
32	22	46	46	6
70	71	4	83	3
26	22	24	24	19
50	22	64	31	40
85	22	22	14	49
12	71	62	62	75
0	71	44	21	6
4	71	13	5	49
51	22	13	95	76
24	22	18	18	90
8	22	15	97	25
15	22	45	10	5
59	71	32	7	3
59	71	3	0	50
96	71	62	62	21
85	22	22	92	49
70	71	5	42	19
8	22	15	97	25
73	22	9	86	82
24	22	39	9	90
7	52	1	82	56
70	22	22	14	6
24	22	54	26	49
15	22	45	10	5
73	71	39	9	82
73	22	11	89	65
19	22	65	65	3
73	71	11	89	65
70	22	57	57	49
89	99	7	30	49
70	71	57	57	6
70	71	57	57	82
70	71	57	57	82
19	22	32	7	3
4	71	13	95	76
80	22	31	98	82
4	71	56	56	76
24	71	67	67	84
70	22	4	45	3
59	22	3	0	50
32	71	69	69	49
24	22	24	24	19
7	71	1	82	56
96	71	21	1	56
24	22	24	24	49
85	22	2	40	43
15	22	53	2	5
29	22	8	8	34
89	22	20	32	49
96	22	44	21	49
70	71	5	85	6
51	22	61	61	90
51	22	61	61	90
96	22	15	97	3
59	71	3	0	6
70	22	4	45	3
70	103	71	71	3
75	71	40	4	6
32	71	43	43	6
24	22	54	26	19
51	71	13	5	90
70	22	22	92	6
70	71	57	57	49
59	22	75	75	82
70	71	57	57	6
70	22	4	45	3
5	22	8	8	40
24	22	24	24	64
24	71	18	18	90
4	71	23	23	76
15	22	53	2	5
19	22	15	81	3
70	22	4	45	3
59	22	75	75	82
32	71	52	25	25
70	71	26	11	82
70	71	19	90	64
12	3	1	64	56
96	71	66	66	49
96	71	10	54	56
89	71	40	4	49
80	71	39	9	49
70	71	57	57	82
80	71	39	9	82
7	71	46	46	48
85	22	22	14	6
12	22	62	62	56
24	22	18	18	90
49	22	20	32	7
24	22	54	26	38
80	22	77	77	90
89	71	14	15	82
50	22	9	39	57
50	71	9	86	6
86	71	1	64	49
43	71	64	31	40
75	22	63	63	40
89	22	69	69	49
75	71	69	69	49
75	71	69	69	49
70	22	57	57	22
19	71	50	50	3
75	71	50	50	3
85	22	26	11	19
75	71	41	41	40
75	22	63	63	40
49	22	63	63	40
70	22	18	18	90
70	22	22	92	90
32	71	5	85	6
8	71	44	21	40
80	22	48	48	82
80	22	77	77	90
89	71	14	15	82
50	22	9	39	57
50	71	9	86	6
86	71	1	64	49
43	71	64	31	40
75	22	63	63	40
80	22	77	77	90
89	71	14	15	82
50	22	9	39	57
50	71	9	86	6
98	71	39	9	49
43	71	64	31	40
75	22	63	63	40
98	71	31	52	3
15	22	53	2	5
70	95	4	45	65
73	71	11	89	82
89	71	14	15	49
15	22	45	10	5
79	22	30	6	21
89	22	29	29	3
78	22	70	70	22
98	71	14	15	22
15	22	45	10	5
34	71	30	6	49
75	22	40	4	3
78	22	70	70	22
89	71	14	15	61
15	22	45	10	5
34	22	30	6	21
73	71	58	28	82
78	22	70	70	22
15	22	53	2	5
70	22	60	60	25
7	71	27	27	56
24	71	18	18	90
70	71	22	92	19
65	95	17	17	51
89	22	60	60	49
34	22	30	6	21
7	71	62	62	56
80	71	10	87	49
26	22	67	67	90
85	22	2	19	43
75	22	47	47	49
96	22	10	87	49
74	71	16	16	27
70	22	59	59	6
4	22	23	23	76
32	22	60	60	22
80	71	16	16	82
43	22	33	33	22
80	22	25	12	3
12	71	62	62	56
51	71	61	61	90
75	22	15	97	25
21	71	43	43	6
24	22	18	18	19
70	22	11	89	6
70	71	5	42	19
70	22	22	92	82
12	71	25	12	49
26	22	20	32	7
26	22	24	24	7
99	22	46	46	6
18	71	40	4	6
4	71	23	23	76
73	22	39	9	49
80	22	39	9	3
70	71	12	88	90
0	71	78	78	1
70	71	18	18	90
85	22	22	14	49
32	71	52	25	82
70	71	57	57	6
74	95	26	11	6
98	22	41	41	40
60	22	7	94	18
98	22	31	52	35
79	71	30	6	49
58	22	72	72	44
60	22	7	94	18
73	22	16	16	82
88	22	30	6	6
58	22	72	72	44
19	22	20	32	49
34	22	7	30	49
43	22	20	32	49
75	22	66	66	49
50	22	64	31	40
7	22	1	82	56
15	22	28	13	5
98	71	33	33	64
24	22	54	26	90
85	22	22	14	90
4	71	37	37	76
1	22	58	28	82
70	22	4	83	3
59	22	75	75	65
89	71	3	84	6
54	22	40	4	82
12	71	62	62	75
80	71	19	22	90
70	22	59	59	6
89	71	7	30	57
32	71	61	61	49
89	22	7	30	6
24	22	46	46	49
70	22	75	75	82
89	22	29	29	49
89	22	7	30	49
15	22	28	13	5
79	22	30	6	49
96	71	66	66	49
20	71	10	54	56
12	71	62	62	49
80	22	65	65	3
24	22	67	67	22
85	71	26	49	82
98	22	48	48	22
75	22	41	41	40
89	22	3	0	49
95	71	76	76	22
85	3	2	19	43
4	22	37	37	76
26	71	0	80	19
73	22	34	34	82
19	22	15	81	27
98	22	12	58	3
70	22	4	45	3
15	22	45	10	5
1	22	39	9	82
70	71	32	7	3
75	71	47	47	59
70	22	8	8	40
75	71	39	9	3
70	22	4	45	65
78	22	35	35	6
89	22	26	11	6
80	71	39	9	82
80	22	19	22	90
85	71	22	14	49
98	71	33	33	64
24	22	18	18	49
59	22	4	83	65
70	71	57	57	82
80	22	50	50	3
80	71	50	50	3
26	22	66	66	49
70	22	66	66	49
51	71	61	61	90
24	71	61	61	90
70	22	26	11	90
19	71	31	98	25
70	71	8	8	22
51	22	13	95	76
51	22	13	95	38
51	71	61	61	90
79	52	6	93	44
89	22	15	97	3
34	71	30	6	49
79	71	6	3	6
70	22	26	11	6
19	71	31	98	25
70	71	8	8	22
51	22	13	95	76
51	22	13	95	38
51	71	61	61	90
96	22	6	93	44
89	22	15	97	3
34	71	30	6	49
79	71	6	3	6
70	22	26	11	6
75	22	39	9	3
32	71	43	43	6
58	22	72	72	44
24	71	47	47	6
19	22	41	41	40
15	22	53	2	5
80	22	50	50	3
59	22	4	83	3
80	71	19	90	90
70	71	19	90	90
32	71	6	3	6
12	71	27	27	49
75	71	27	27	49
51	71	69	69	49
19	22	20	32	3
15	22	8	8	22
26	22	54	26	19
51	22	13	5	90
73	71	33	33	82
24	71	18	18	84
15	22	45	10	5
80	22	15	81	25
79	71	30	6	49
79	22	6	3	6
79	71	71	71	3
89	71	35	35	22
80	71	19	22	90
98	71	33	33	57
85	22	2	40	43
32	71	43	43	6
73	71	25	12	22
4	22	13	95	76
19	22	50	50	25
70	22	51	51	49
89	71	3	0	6
80	22	77	77	90
70	71	33	33	3
15	22	53	2	5
89	22	60	60	49
32	22	46	46	6
70	22	4	83	65
26	22	24	24	19
85	22	22	14	49
12	71	62	62	49
15	22	53	2	5
1	22	9	39	57
80	22	39	9	3
70	22	4	45	3
85	71	55	55	49
89	22	1	64	82
21	71	52	25	82
32	71	52	25	6
75	71	19	90	40
73	71	16	16	82
4	71	37	37	76
19	22	18	18	84
51	22	24	24	19
24	22	61	61	90
24	22	18	18	90
15	22	28	13	5
4	22	13	95	76
21	71	58	28	49
70	71	11	44	49
70	71	57	57	82
70	22	75	75	3
70	22	4	45	49
25	22	46	46	6
96	71	27	27	49
51	71	61	61	90
15	22	53	2	5
80	71	39	9	3
70	22	4	83	3
70	71	22	92	6
18	71	40	4	6
70	22	19	90	49
70	22	26	11	6
12	22	27	27	34
51	22	56	56	90
12	22	20	32	49
96	22	29	29	3
70	22	25	12	82
80	22	74	74	3
98	22	33	33	40
70	22	65	65	3
70	71	4	45	3
24	22	18	18	90
96	22	29	29	3
70	22	25	12	82
80	22	74	74	3
98	22	33	33	40
70	22	65	65	3
70	71	4	45	3
24	22	18	18	90
19	71	20	32	3
96	22	29	29	3
98	71	33	33	40
12	22	25	12	12
80	22	74	74	3
80	22	65	65	3
70	22	4	45	49
51	71	61	61	90
24	22	18	18	90
15	22	45	10	5
73	22	42	20	82
32	71	40	4	6
70	71	4	83	3
80	71	74	74	3
70	71	65	65	3
89	22	14	15	18
19	22	15	81	3
59	22	4	45	49
59	22	3	84	50
15	22	28	13	5
43	22	64	31	40
85	22	2	40	43
80	22	19	22	90
51	71	61	61	90
21	71	40	4	49
29	8	8	8	34
32	71	46	46	22
51	71	61	61	90
15	22	45	10	5
98	71	55	55	5
49	22	67	67	64
1	22	39	9	49
24	71	54	26	90
70	71	57	57	3
15	71	55	55	5
98	22	55	55	5
89	71	6	3	49
50	71	6	3	49
89	71	7	30	12
88	71	43	43	6
59	22	75	75	82
70	22	22	92	6
12	71	27	27	3
85	71	26	49	82
98	22	48	48	22
4	71	13	5	49
51	71	13	5	76
4	57	56	56	77
15	22	45	10	5
80	22	39	9	49
89	22	29	29	3
73	22	34	34	3
70	22	32	7	3
59	71	3	84	6
49	22	18	18	90
12	22	1	64	49
96	22	1	64	49
75	71	47	47	59
73	22	34	34	3
89	22	29	29	25
59	71	4	45	3
59	22	75	75	3
12	71	1	64	49
80	71	39	9	90
70	71	54	26	90
73	22	42	20	27
70	22	4	83	3
59	22	75	75	82
26	52	0	53	49
70	22	32	7	3
34	22	75	75	82
89	22	3	0	49
89	22	60	60	49
12	71	25	12	56
96	71	25	12	49
85	71	26	49	82
80	71	10	87	49
80	71	15	81	3
70	71	51	51	49
73	71	52	25	82
12	22	1	82	49
26	22	77	77	90
98	22	33	33	22
44	22	35	35	3
98	71	68	68	64
51	22	56	56	90
98	22	9	39	42
13	71	1	64	49
70	22	51	51	49
59	71	3	0	6
75	22	63	63	40
24	22	22	92	6
24	22	54	26	90
89	22	20	32	49
24	71	54	26	90
51	22	37	37	90
80	22	39	9	6
80	22	39	9	49
32	71	52	25	6
70	22	51	51	22
70	22	32	7	3
7	22	1	82	48
75	71	10	54	56
43	71	64	31	40
75	22	63	63	40
89	71	7	30	18
85	22	22	92	82
98	22	12	58	38
73	22	38	38	25
70	22	4	83	49
80	22	34	34	3
70	71	71	71	3
80	22	39	9	49
75	71	27	27	49
15	22	31	98	22
12	71	52	25	3
21	22	11	44	49
12	71	1	64	49
89	22	30	6	49
32	71	5	85	6
51	22	13	95	76
79	22	6	93	58
24	22	54	26	90
70	22	18	18	90
70	22	11	89	6
70	22	22	92	82
32	71	43	43	6
70	71	57	57	49
70	22	32	7	3
75	22	29	29	3
12	71	25	12	75
15	22	55	55	22
79	71	47	47	6
73	22	40	4	90
73	71	58	28	82
80	22	19	22	90
15	22	55	55	64
98	22	2	19	43
4	22	23	23	77
80	22	52	25	3
15	22	39	9	3
15	22	55	55	64
70	71	22	92	49
80	71	18	18	49
32	71	66	66	6
75	71	69	69	49
24	22	24	24	77
96	71	10	54	56
75	71	27	27	49
4	22	13	5	77
15	22	53	2	5
75	22	69	69	82
32	71	46	46	3
12	71	44	21	40
98	22	12	58	3
15	22	45	10	5
73	22	31	52	6
51	71	49	99	70
50	22	8	8	66
75	71	44	21	40
70	22	44	21	40
97	71	79	79	40
98	22	68	68	66
50	22	8	8	66
96	22	63	63	40
14	71	79	79	40
75	22	50	50	3
70	22	32	7	90
59	71	75	75	3
19	22	52	25	25
7	22	62	62	49
24	71	39	9	3
24	22	18	18	84
26	71	24	24	19
26	22	5	42	49
4	71	13	5	77
80	22	15	81	3
70	71	66	66	90
70	64	66	66	3
96	22	66	66	49
70	22	66	66	49
70	22	18	18	90
80	22	54	26	90
26	71	13	5	38
89	71	39	9	3
96	22	19	90	49
49	22	66	66	49
70	22	66	66	22
24	22	18	18	3
89	22	41	41	40
0	71	44	21	40
89	71	7	30	40
89	71	7	30	40
14	71	79	79	40
70	71	69	69	6
49	71	20	32	84
19	22	29	29	3
59	22	4	45	49
70	71	57	57	49
59	71	3	0	6
70	22	6	3	49
32	71	43	43	6
80	22	50	50	3
70	22	51	51	22
70	71	32	7	3
89	71	43	43	82
80	71	67	67	49
24	22	50	50	49
70	22	4	45	65
32	71	43	43	49
50	22	42	20	82
80	71	52	25	90
80	71	65	65	3
51	22	37	37	43
85	22	2	19	43
80	71	33	33	3
15	22	45	10	5
26	22	24	24	64
52	22	20	91	49
73	22	42	20	82
73	71	58	28	82
80	22	19	22	90
15	22	45	10	5
19	71	32	7	25
51	22	61	61	76
85	22	2	19	43
70	71	5	42	49
24	22	24	24	19
15	22	53	2	5
70	71	50	50	82
59	22	15	81	25
98	22	8	8	21
32	71	43	43	49
51	22	56	56	90
15	22	45	10	5
80	22	39	9	49
89	22	29	29	3
73	22	34	34	3
70	71	32	7	3
59	71	3	84	6
49	22	18	18	90
12	22	1	64	56
75	71	47	47	59
73	22	50	50	3
59	22	75	75	3
70	71	4	83	3
70	71	57	57	82
32	71	43	43	6
59	71	3	0	6
24	22	54	26	90
12	22	25	12	75
15	22	45	10	5
19	71	32	7	25
51	22	61	61	76
85	22	2	19	43
70	71	5	42	49
24	22	24	24	19
15	22	53	2	5
19	22	50	50	25
89	90	7	30	18
52	22	15	97	3
89	22	29	29	49
59	22	32	7	3
85	22	22	14	43
70	71	18	18	90
51	71	13	95	76
51	22	61	61	90
75	22	8	8	40
73	71	11	89	49
80	71	52	25	82
89	95	30	6	49
59	71	71	71	3
59	71	3	84	6
15	22	55	55	64
24	71	18	18	90
12	71	62	62	56
98	22	53	2	22
75	71	39	9	82
70	71	32	7	82
78	71	6	3	49
65	71	17	17	3
70	71	5	85	7
85	71	26	49	82
98	71	54	26	49
78	52	6	3	49
12	22	20	32	49
49	22	20	32	49
24	71	61	61	90
80	22	18	18	90
24	22	18	18	90
70	71	26	11	6
70	22	59	59	6
15	22	53	2	5
43	22	79	79	40
70	71	44	21	70
75	71	50	50	49
79	22	30	6	6
34	71	30	6	63
70	71	57	57	3
98	22	55	55	22
98	22	55	55	22
98	22	55	55	22
75	71	46	46	6
51	71	13	5	90
78	22	76	76	22
75	71	67	67	90
20	22	65	65	3
75	71	52	25	3
12	71	27	27	56
70	22	26	11	6
75	22	16	16	25
85	3	2	19	43
15	22	45	10	5
85	22	2	40	43
62	71	43	43	49
70	22	59	59	6
89	22	50	50	3
73	71	40	4	3
70	22	51	51	22
59	71	3	0	6
94	22	17	17	59
80	22	67	67	90
4	3	23	23	77
26	22	5	42	19
26	71	24	24	21
43	71	73	73	12
43	71	25	12	12
70	22	5	42	6
80	71	76	76	3
7	71	27	27	56
75	71	78	78	1
89	71	14	15	61
73	71	58	28	82
70	71	4	45	6
59	22	75	75	3
79	71	57	57	49
70	71	57	57	6
32	71	43	43	6
89	99	14	15	57
26	22	54	26	19
89	22	20	91	49
15	22	53	2	5
4	22	13	5	77
4	22	13	95	90
51	71	13	95	90
89	22	29	29	49
80	22	74	74	3
49	22	33	33	3
49	71	12	88	90
49	22	63	63	40
70	71	5	85	90
26	71	46	46	49
15	22	53	2	5
89	22	60	60	49
79	71	30	6	6
7	22	1	82	56
4	22	37	37	76
19	22	41	41	40
96	22	63	63	40
44	71	6	3	6
70	22	4	45	3
73	71	58	28	27
85	22	22	14	76
70	71	65	65	3
75	71	19	90	90
61	71	62	62	56
12	71	27	27	3
89	71	66	66	6
75	71	78	78	1
26	22	22	92	64
51	22	19	22	90
15	22	45	10	5
8	22	15	97	25
59	22	4	83	3
12	71	25	12	49
70	22	32	7	3
4	71	13	5	77
80	71	19	22	90
24	22	24	24	19
24	71	41	41	40
70	71	32	7	3
4	22	13	95	76
12	71	27	27	56
49	22	66	66	49
80	71	39	9	3
15	22	28	13	22
75	71	52	25	82
52	71	43	43	6
70	22	32	7	82
73	22	16	16	82
59	71	3	0	6
15	22	55	55	64
80	22	39	9	3
75	71	19	90	22
98	52	33	33	40
70	71	48	48	21
68	22	6	3	6
73	71	25	12	52
7	22	1	82	56
96	71	10	87	49
26	71	61	61	90
15	22	45	10	5
73	22	15	81	27
59	22	3	84	6
59	22	4	83	65
70	22	66	66	3
20	22	65	65	3
73	71	16	16	57
73	22	16	16	82
21	71	52	25	50
43	71	25	12	21
78	71	35	35	6
80	71	19	90	90
70	22	59	59	6
75	71	39	9	3
59	71	3	0	50
32	71	52	25	3
98	22	12	88	49
34	71	7	30	63
51	22	13	5	64
89	22	14	15	6
70	103	18	18	90
98	22	33	33	49
1	22	42	20	82
24	71	67	67	64
61	71	69	69	48
85	22	2	40	43
20	71	11	89	22
79	22	6	93	58
24	22	54	26	90
70	22	18	18	90
70	22	11	89	6
70	22	22	92	82
32	71	43	43	6
70	71	57	57	49
70	22	32	7	3
75	22	29	29	3
12	71	25	12	75
15	22	55	55	22
89	71	7	30	57
89	22	60	60	49
89	95	30	6	6
80	22	19	22	64
7	22	1	82	48
51	71	49	99	90
51	22	13	95	76
19	22	15	81	3
70	22	30	6	49
7	22	1	82	56
24	22	18	18	90
24	71	67	67	64
12	22	20	32	49
4	22	13	5	77
4	22	13	95	90
51	71	13	95	90
70	71	33	33	3
49	71	12	88	90
70	71	63	63	40
70	71	5	85	90
75	71	43	43	49
98	22	8	8	40
70	22	31	52	82
26	22	54	26	38
32	71	43	43	28
15	22	45	10	5
73	22	38	38	3
1	22	60	60	25
89	22	51	51	49
34	22	7	30	63
5	22	52	25	3
12	71	25	12	49
80	71	5	85	3
24	22	67	67	90
4	71	37	37	76
51	22	49	99	52
1	71	52	25	6
58	22	72	72	44
26	22	24	24	49
24	22	67	67	64
98	22	33	33	64
49	71	51	51	49
51	22	49	99	77
19	22	15	81	3
59	22	4	83	3
59	22	32	7	3
70	71	22	92	6
51	71	13	95	77
61	22	1	64	49
12	22	1	64	56
12	22	1	64	56
51	22	13	5	76
24	71	18	18	90
51	22	61	61	43
32	71	39	9	82
34	113	6	93	58
50	22	68	68	90
70	22	22	14	49
70	71	26	49	82
54	71	43	43	82
70	22	57	57	6
73	71	11	44	82
75	71	51	51	82
89	22	29	29	3
12	71	25	12	49
43	22	44	21	40
19	22	63	63	40
51	71	61	61	49
75	22	15	81	3
15	22	53	2	5
32	22	32	7	3
24	71	18	18	90
7	22	1	82	48
50	99	68	68	5
96	71	66	66	52
75	71	27	27	52
15	22	53	2	5
89	22	50	50	49
70	22	32	7	49
89	22	3	0	49
70	103	71	71	3
70	71	11	44	49
32	71	52	25	49
21	71	16	16	82
19	71	41	41	40
70	71	18	18	90
70	22	22	14	6
51	22	37	37	76
98	22	53	2	5
21	95	16	16	49
70	22	4	45	3
32	22	46	46	49
51	22	61	61	76
80	22	38	38	25
59	71	3	0	6
59	22	32	7	3
32	71	46	46	49
12	71	25	12	49
70	22	11	44	3
12	22	46	46	49
32	22	46	46	49
32	22	46	46	49
15	22	45	10	5
26	71	0	80	19
73	71	58	28	82
19	71	32	7	82
51	22	61	61	76
85	22	2	19	43
70	71	5	42	49
24	22	24	24	19
96	22	29	29	3
24	22	25	12	82
80	71	74	74	3
70	22	65	65	3
24	71	18	18	90
24	22	18	18	90
73	22	42	20	82
79	22	30	6	6
32	71	52	25	49
7	22	1	82	48
49	71	25	12	21
47	71	47	47	59
15	22	53	2	5
4	22	13	95	76
21	71	58	28	82
79	71	32	7	49
79	22	30	6	49
75	71	46	46	49
32	71	40	4	82
12	71	27	27	56
70	71	26	11	6
80	22	77	77	90
50	22	14	15	49
70	22	39	9	3
19	52	15	97	25
70	71	22	92	65
21	71	52	25	82
75	71	57	57	3
24	22	54	26	38
70	71	22	14	49
50	71	31	52	22
24	22	54	26	49
98	71	31	52	22
15	22	45	10	5
4	71	13	5	77
75	71	27	27	56
7	22	27	27	56
13	22	79	79	40
96	22	63	63	40
24	22	48	48	49
75	22	50	50	3
15	22	28	13	5
4	22	13	95	76
75	71	57	57	3
21	71	43	43	25
59	22	32	7	3
75	22	50	50	25
32	71	43	43	6
70	22	4	45	3
70	52	32	7	3
15	22	45	10	5
14	71	63	63	40
51	22	61	61	90
24	22	18	18	90
96	71	62	62	56
24	22	24	24	19
70	71	11	44	3
70	22	4	83	3
32	22	46	46	49
51	22	61	61	76
26	22	24	24	7
15	22	53	2	5
26	71	24	24	19
80	71	76	76	82
85	71	26	49	82
85	71	22	92	82
24	22	18	18	90
75	71	29	29	49
24	71	8	8	38
24	71	54	26	38
89	71	57	57	6
59	71	75	75	3
78	52	70	70	6
80	71	16	16	82
89	22	10	87	19
7	22	27	27	56
12	71	27	27	56
32	71	5	85	6
25	71	46	46	6
32	71	43	43	6
75	71	52	25	50
96	22	69	69	6
70	71	20	32	49
51	71	61	61	76
70	71	20	32	49
32	71	5	85	6
70	71	26	49	82
96	71	63	63	40
96	71	63	63	40
26	71	0	80	49
75	22	39	9	3
75	71	41	41	40
96	22	63	63	40
75	71	52	25	82
89	95	30	6	49
32	71	43	43	25
15	22	55	55	64
49	71	18	18	84
98	52	33	33	64
48	22	6	3	49
43	71	25	12	56
51	22	61	61	90
51	71	13	5	6
70	71	35	35	22
70	71	5	42	57
26	22	20	32	49
75	71	44	21	40
70	22	11	44	49
70	71	67	67	64
89	22	29	29	49
79	22	30	6	49
59	71	3	0	6
51	22	13	5	76
89	22	20	32	49
96	71	25	12	49
50	22	14	15	90
26	52	0	53	49
15	22	53	2	66
75	71	50	50	3
34	22	30	6	49
85	22	22	92	49
59	64	71	71	3
26	22	22	92	19
75	22	41	41	40
70	71	67	67	64
86	22	10	54	28
32	71	43	43	6
12	71	62	62	49
15	22	31	52	22
32	71	5	85	49
73	22	42	20	82
80	22	14	15	57
70	22	51	51	49
73	22	39	9	82
24	22	8	8	49
8	22	19	90	23
43	71	25	12	4
49	22	66	66	49
51	71	61	61	90
15	22	53	2	5
80	71	39	9	3
70	71	51	51	49
70	22	51	51	6
19	71	52	25	3
70	71	19	90	90
70	22	26	11	6
12	71	27	27	3
49	22	20	32	49
96	71	27	27	3
26	22	24	24	19
7	22	79	79	40
7	71	44	21	40
96	71	63	63	40
3	22	48	48	82
26	22	20	32	61
24	22	19	90	49
15	22	28	13	5
23	71	16	16	50
70	22	4	45	65
70	52	57	57	49
26	71	0	80	19
73	22	38	38	25
89	22	60	60	25
98	71	12	58	3
79	22	30	6	49
75	22	74	74	3
80	22	50	50	49
70	22	4	45	49
80	22	40	4	82
89	22	39	9	49
12	22	27	27	49
7	71	10	54	56
49	71	27	27	21
12	71	66	66	82
15	22	53	2	22
43	71	79	79	40
49	22	63	63	40
70	22	18	18	90
51	22	56	56	90
70	22	18	18	90
26	22	54	26	90
70	22	8	8	58
24	22	47	47	59
51	71	49	99	90
24	71	54	26	90
80	22	50	50	3
70	22	32	7	82
19	71	52	25	82
24	22	18	18	90
15	22	53	2	5
19	22	15	81	3
70	22	4	45	49
73	22	32	7	3
89	71	3	0	50
70	71	71	71	3
75	22	63	63	40
4	22	56	56	90
24	22	54	26	49
79	71	7	30	49
70	22	11	44	65
73	22	42	20	27
59	71	4	45	3
24	22	67	67	64
24	22	22	92	19
70	22	5	42	49
26	71	13	5	77
98	71	12	58	22
26	22	20	91	49
26	22	20	91	49
24	22	18	18	49
49	71	20	32	7
51	71	19	22	90
15	22	45	10	5
73	71	58	28	82
51	22	61	61	90
85	22	2	19	43
70	71	5	42	49
24	22	24	24	19
15	22	45	10	5
4	71	56	56	76
73	22	58	28	27
70	22	4	83	65
15	22	64	31	40
80	71	33	33	3
70	71	48	48	22
